Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
147.15	5.110	0.22
147.978	4.790	0.22
148.432	4.960	0.22
148.961	4.970	0.22
149.753	4.920	0.22
150.772	5.100	0.22
152.934	4.730	0.22
153.893	5.100	0.22
154.703	5.030	0.22
155.865	4.900	0.22
156.205	5.120	0.22
156.31	4.820	0.22
157.837	4.770	0.22
158.016	4.790	0.22
159.809	4.990	0.22
160.214	4.710	0.22
161.781	4.850	0.22
161.781	4.790	0.22
162.485	4.770	0.22
164.911	4.800	0.22
167.083	4.820	0.22
167.336	4.620	0.22
168.899	4.640	0.22
169.762	4.690	0.22
170.714	4.630	0.22
172.187	4.720	0.22
174.345	4.960	0.22
174.613	4.540	0.22
176.161	4.850	0.22
177.038	4.700	0.22
179.464	4.860	0.22
179.792	4.690	0.22
181.889	4.910	0.22
181.889	4.730	0.22
185.238	4.900	0.22
186.74	4.770	0.22
188.869	4.660	0.22
190.685	4.100	0.22
190.685	4.240	0.22
190.916	4.360	0.22
191.591	4.120	0.22
191.591	4.530	0.22
193.629	3.900	0.22
194.017	4.210	0.22
196.2	3.920	0.22
196.2	4.210	0.22
196.418	4.040	0.22
198.682	3.830	0.22
198.682	3.850	0.22
198.682	4.090	0.22
198.88	4.000	0.22
201.169	3.890	0.22
201.169	3.940	0.22
201.169	3.940	0.22
201.612	3.690	0.22
201.813	3.690	0.22
203.656	3.970	0.22
204.747	4.010	0.22
207.706	3.940	0.22
208.382	3.980	0.22
210.904	3.920	0.22
214.857	4.100	0.22
214.857	3.820	0.22
217.298	3.740	0.22
217.845	4.100	0.22
218.334	3.690	0.22
220.413	3.780	0.22
220.637	3.850	0.22
220.695	3.810	0.22
223.078	4.090	0.22
223.185	3.940	0.22
225.675	3.970	0.22
225.742	4.850	0.22
225.742	4.660	0.22
225.742	4.700	0.22
228.165	4.680	0.22
228.165	4.750	0.22
228.902	4.540	0.22
231.083	4.690	0.22
233.378	4.280	0.22
234.197	4.550	0.22
235.793	4.620	0.22
237.348	4.630	0.22
238.232	4.210	0.22
238.913	4.140	0.22
240.829	4.100	0.22
241.303	4.180	0.22
241.303	4.440	0.22
243.105	3.690	0.22
243.105	3.590	0.22
243.455	3.840	0.22
243.859	3.510	0.22
245.024	4.290	0.22
246.143	3.780	0.22
246.143	4.510	0.22
246.593	4.670	0.22
248.427	4.700	0.22
250.711	4.560	0.22
251.938	4.930	0.22
252.712	4.980	0.22
254.163	4.970	0.22
255.772	4.930	0.22
256.403	4.870	0.22
256.859	4.890	0.22
257.718	5.070	0.22
257.757	4.710	0.22
258.643	4.910	0.22
258.643	4.810	0.22
259.28	4.890	0.22
260.098	4.750	0.22
260.098	4.630	0.22
260.883	4.720	0.22
261.7	4.720	0.22
261.728	4.870	0.22
262.238	4.670	0.22
263.123	4.800	0.22
263.713	4.810	0.22
264.123	4.820	0.22
264.856	4.800	0.22
265.363	4.840	0.22
266.543	4.750	0.22
267.236	4.940	0.22
267.603	4.830	0.22
267.684	4.640	0.22
268.862	4.950	0.22
268.862	4.890	0.22
269.589	4.840	0.22
269.589	5.020	0.22
269.669	4.960	0.22
269.843	4.860	0.22
271.013	4.920	0.22
273.162	4.770	0.22
273.588	4.800	0.22
273.588	4.680	0.22
273.64	4.850	0.22
274.167	4.960	0.22
275.312	4.860	0.22
277.461	4.690	0.22
278.618	4.890	0.22
284.576	4.480	0.22
284.576	4.470	0.22
288.392	4.300	0.22
289.424	4.230	0.22
290.867	4.530	0.22
291.849	3.940	0.22
293.342	4.540	0.22
293.342	4.670	0.22
294.273	4.290	0.22
295.817	4.480	0.22
296.697	4.860	0.22
298.045	4.790	0.22
300.765	4.500	0.22
301.545	4.730	0.22
303.346	4.600	0.22
306.918	4.670	0.22
306.918	4.240	0.22
309.175	4.360	0.22
311.748	4.200	0.22
313.707	4.680	0.22
316.893	4.300	0.22
318.469	3.920	0.22
319.466	4.170	0.22
320.85	3.980	0.22
322.039	3.960	0.22
322.039	3.930	0.22
323.29	4.120	0.22
326.281	3.550	0.22
328.62	3.580	0.22
329.274	3.600	0.22
332.267	3.460	0.22
334.689	3.240	0.22
335.669	3.390	0.22
336.905	3.360	0.22
336.905	3.610	0.22
338.9	4.170	0.22
338.9	4.190	0.22
343.553	4.990	0.22
343.553	4.860	0.22
345.767	5.200	0.22
348.168	4.420	0.22
350.591	4.820	0.22
350.594	5.200	0.22
352.683	4.760	0.22
353.014	4.830	0.22
354.771	4.960	0.22
354.771	4.820	0.22
355.437	4.780	0.22
356.859	4.760	0.22
356.859	4.800	0.22
357.86	4.910	0.22
361.036	4.880	0.22
365.126	4.830	0.22
365.213	5.010	0.22
367.549	4.780	0.22
367.549	4.870	0.22
369.971	4.670	0.22
372.394	4.710	0.22
373.566	4.870	0.22
374.575	4.610	0.22
375.655	4.750	0.22
376.133	4.650	0.22
377.24	4.550	0.22
377.743	4.500	0.22
378.919	4.580	0.22
379.663	4.350	0.22
379.831	4.570	0.22
379.831	4.490	0.22
382.086	4.680	0.22
384.49	4.580	0.22
384.49	4.540	0.22
384.506	4.220	0.22
386.929	4.600	0.22
387.276	4.420	0.22
389.352	4.250	0.22
389.352	4.350	0.22
390.273	4.200	0.22
390.356	4.350	0.22
391.775	4.310	0.22
392.361	4.330	0.22
394.197	4.240	0.22
394.197	4.350	0.22
396.62	4.080	0.22
398.716	4.320	0.22
398.716	4.180	0.22
399.116	4.160	0.22
399.351	4.140	0.22
399.908	4.100	0.22
402.313	3.740	0.22
404.678	3.320	0.22
404.678	3.570	0.22
405.23	3.950	0.22
405.23	3.840	0.22
407.063	3.420	0.22
408.143	3.340	0.22
408.643	4.040	0.22
409.296	3.460	0.22
409.296	3.370	0.22
410.063	3.350	0.22
410.87	3.430	0.22
411.344	3.320	0.22
412.85	3.870	0.22
412.85	3.810	0.22
412.91	3.710	0.22
414.333	3.910	0.22
414.333	4.020	0.22
414.893	3.490	0.22
415.592	5.040	0.22
416.416	4.290	0.22
416.416	5.100	0.22
416.936	3.980	0.22
416.936	3.740	0.22
417.167	5.170	0.22
418.741	5.410	0.22
418.849	3.590	0.22
418.849	4.330	0.22
418.979	4.090	0.22
421.039	4.170	0.22
422.268	5.090	0.22
422.268	4.430	0.22
422.704	4.240	0.22
423.008	5.500	0.22
423.034	5.260	0.22
423.543	5.460	0.22
423.543	5.460	0.22
423.78	5.340	0.22
423.979	5.230	0.22
424.799	5.260	0.22
425.218	5.400	0.22
425.292	5.330	0.22
425.678	5.330	0.22
425.793	5.320	0.22
426.308	5.210	0.22
426.527	5.120	0.22
426.527	5.190	0.22
426.804	5.220	0.22
427.375	4.670	0.22
428.224	4.850	0.22
428.571	4.920	0.22
429.073	4.580	0.22
429.409	4.840	0.22
429.923	4.820	0.22
429.931	4.980	0.22
430.686	4.830	0.22
430.975	4.820	0.22
431.31	5.030	0.22
431.31	5.020	0.22
431.34	5.170	0.22
431.62	5.030	0.22
432.69	4.740	0.22
432.851	5.050	0.22
432.851	5.090	0.22
433.327	5.020	0.22
433.327	4.930	0.22
434.069	4.940	0.22
434.363	4.940	0.22
435.448	4.990	0.22
435.875	5.030	0.22
437.902	4.970	0.22
437.902	4.910	0.22
438.08	4.860	0.22
441.073	5.100	0.22
442.855	4.690	0.22
444.244	4.650	0.22
447.63	4.640	0.22
453.756	4.860	0.22
454.243	4.760	0.22
454.243	4.930	0.22
456.927	4.960	0.22
461.803	4.340	0.22
463.268	4.800	0.22
466.439	4.640	0.22
466.439	4.850	0.22
469.61	4.480	0.22
472.78	4.510	0.22
473.902	4.320	0.22
473.902	4.400	0.22
483.161	4.130	0.22
484.117	3.990	0.22
484.117	4.130	0.22
486.166	4.200	0.22
488.588	3.780	0.22
488.674	3.850	0.22
491.01	3.860	0.22
492.171	3.900	0.22
492.887	3.940	0.22
492.887	4.160	0.22
493.432	3.720	0.22
494.885	4.250	0.22
496.058	4.010	0.22
497.943	4.610	0.22
499.226	4.540	0.22
499.244	4.010	0.22
500.081	4.590	0.22
500.081	4.550	0.22
500.335	3.980	0.22
501.364	4.210	0.22
502.151	3.920	0.22
502.219	4.620	0.22
503.502	4.540	0.22
504.221	3.810	0.22
504.357	4.460	0.22
505.64	4.510	0.22
505.64	4.510	0.22
506.495	4.450	0.22
507.718	4.080	0.22
507.778	4.420	0.22
508.633	4.380	0.22
509.916	4.270	0.22
510.771	4.410	0.22
510.884	4.220	0.22
510.884	4.240	0.22
511.605	4.280	0.22
512.054	4.240	0.22
512.904	4.380	0.22
512.909	4.340	0.22
514.192	4.190	0.22
514.923	4.370	0.22
515.047	4.270	0.22
517.025	4.180	0.22
517.288	3.930	0.22
517.288	4.320	0.22
518.098	4.400	0.22
518.098	4.130	0.22
519.221	4.240	0.22
519.613	4.240	0.22
519.613	4.460	0.22
520.515	4.180	0.22
521.008	4.320	0.22
521.938	4.320	0.22
522.604	4.020	0.22
523.333	4.390	0.22
523.333	4.340	0.22
524.263	4.450	0.22
525.625	4.250	0.22
525.625	4.160	0.22
525.658	4.420	0.22
526.381	4.110	0.22
526.461	4.210	0.22
526.588	4.820	0.22
527.497	4.590	0.22
527.983	4.780	0.22
528.268	3.990	0.22
528.535	4.320	0.22
528.937	4.880	0.22
529.571	4.440	0.22
530.156	4.780	0.22
530.156	4.460	0.22
530.477	4.510	0.22
530.477	4.690	0.22
530.789	4.740	0.22
530.789	4.780	0.22
531.503	4.690	0.22
532.113	4.920	0.22
532.294	4.730	0.22
532.294	4.790	0.22
533.043	5.130	0.22
533.043	4.880	0.22
533.496	4.850	0.22
534.07	5.050	0.22
534.156	4.940	0.22
534.696	4.860	0.22
535.61	4.890	0.22
535.899	4.950	0.22
536.198	4.880	0.22
536.198	4.820	0.22
536.636	4.800	0.22
537.098	4.980	0.22
537.098	4.850	0.22
538.176	4.800	0.22
538.241	4.930	0.22
538.301	4.900	0.22
539.202	4.780	0.22
539.202	4.820	0.22
539.5	4.850	0.22
540.363	4.950	0.22
540.762	4.780	0.22
540.762	4.920	0.22
541.667	4.840	0.22
541.667	4.790	0.22
542.048	4.830	0.22
542.712	4.810	0.22
543.33	4.780	0.22
543.98	4.720	0.22
544.616	4.610	0.22
545.06	4.790	0.22
545.901	4.550	0.22
547.866	4.500	0.22
549.894	4.390	0.22
549.894	4.500	0.22
550.108	4.590	0.22
551.921	4.550	0.22
551.925	4.650	0.22
553.944	4.220	0.22
555.629	4.310	0.22
557.402	4.470	0.22
560.19	3.720	0.22
561.049	4.590	0.22
562.8	4.360	0.22
563.873	3.940	0.22
563.873	4.350	0.22
566.615	4.490	0.22
567.867	4.370	0.22
568.023	4.180	0.22
568.405	3.940	0.22
570.307	3.720	0.22
571.171	3.900	0.22
571.171	3.890	0.22
571.602	4.240	0.22
572.214	3.540	0.22
574.117	3.630	0.22
574.319	3.990	0.22
575.337	3.790	0.22
576.023	3.700	0.22
577.811	3.740	0.22
577.811	3.690	0.22
577.926	3.720	0.22
579.071	3.510	0.22
579.832	3.610	0.22
581.451	4.210	0.22
581.735	3.910	0.22
581.735	4.720	0.22
582.806	3.720	0.22
582.906	3.720	0.22
583.642	4.490	0.22
585.09	4.840	0.22
585.544	4.270	0.22
586.343	4.570	0.22
586.91	4.390	0.22
587.451	4.680	0.22
588.73	4.650	0.22
588.812	4.680	0.22
588.996	4.250	0.22
590.459	4.580	0.22
590.459	4.670	0.22
590.47	4.500	0.22
592.028	4.920	0.22
593.099	4.240	0.22
593.211	4.590	0.22
593.586	4.590	0.22
594.833	4.390	0.22
594.833	4.690	0.22
595.144	4.450	0.22
595.325	4.280	0.22
595.74	4.180	0.22
596.098	4.472	0.22
596.759	4.420	0.22
597.438	4.130	0.22
598.08	4.300	0.22
598.38	4.400	0.22
598.411	4.300	0.22
599.402	4.398	0.22
599.702	4.370	0.22
600.063	4.340	0.26
601.1	4.170	0.26
601.1	4.370	0.26
601.385	4.240	0.26
602.398	4.400	0.26
602.706	4.345	0.26
602.93	4.420	0.26
602.93	4.410	0.26
603.367	4.290	0.26
604.689	4.230	0.26
604.689	4.120	0.26
604.756	4.240	0.26
605.243	3.990	0.26
606.011	4.388	0.26
606.586	4.780	0.26
606.672	4.090	0.26
607.993	4.090	0.26
607.993	4.280	0.26
608.412	4.110	0.26
609.315	4.088	0.26
609.976	4.030	0.26
610.241	3.760	0.26
610.933	4.260	0.26
611.297	4.150	0.26
612.067	4.090	0.26
612.067	4.050	0.26
612.619	4.249	0.26
613.28	4.190	0.26
613.779	3.760	0.26
613.779	3.820	0.26
613.897	4.050	0.26
614.602	4.110	0.26
615.723	3.620	0.26
615.723	3.790	0.26
615.923	3.976	0.26
616.584	3.920	0.26
616.624	3.840	0.26
617.553	3.850	0.26
617.906	3.670	0.26
617.906	3.950	0.26
619.228	4.032	0.26
619.379	3.950	0.26
619.469	3.650	0.26
619.838	3.980	0.26
620.955	4.100	0.26
621.257	4.290	0.26
622.322	4.271	0.26
622.383	4.050	0.26
623.011	4.210	0.26
623.458	5.380	0.26
625.417	4.330	0.26
625.417	4.030	0.26
625.616	5.070	0.26
625.767	4.106	0.26
626.456	4.050	0.26
627.769	5.430	0.26
627.833	5.120	0.26
628.45	5.230	0.26
629.211	5.393	0.26
629.9	5.330	0.26
629.923	5.470	0.26
631.278	5.410	0.26
631.483	5.260	0.26
632.08	5.430	0.26
632.656	5.453	0.26
633.222	5.400	0.26
633.984	5.530	0.26
634.028	5.410	0.26
634.111	5.480	0.26
635	5.270	0.26
635.444	5.210	0.26
635.826	5.420	0.26
635.953	5.250	0.26
636.333	5.370	0.26
637.222	5.273	0.26
637.621	5.460	0.26
637.621	5.160	0.26
637.667	5.220	0.26
637.921	5.310	0.26
638.556	5.420	0.26
639.419	5.260	0.26
639.419	5.260	0.26
639.444	5.198	0.26
639.889	5.140	0.26
639.89	5.330	0.26
640.778	5.130	0.26
641.214	5.320	0.26
641.667	5.095	0.26
641.859	5.230	0.26
642.111	5.040	0.26
643	5.260	0.26
643.012	5.200	0.26
643.827	5.160	0.26
643.889	5.188	0.26
644.333	5.130	0.26
644.807	5.110	0.26
645.222	5.120	0.26
645.985	5.210	0.26
646.111	5.079	0.26
646.556	5.020	0.26
646.605	5.090	0.26
647.444	5.090	0.26
648.333	5.037	0.26
648.399	5.130	0.26
648.529	5.010	0.26
648.529	4.920	0.26
648.903	4.980	0.26
650.198	5.030	0.26
650.292	4.980	0.26
651.072	4.990	0.26
651.681	5.115	0.26
651.776	5.070	0.26
652.375	5.050	0.26
653.255	4.930	0.26
653.361	4.950	0.26
654.73	4.930	0.26
655.153	5.057	0.26
655.847	5.000	0.26
656.159	4.860	0.26
656.209	4.970	0.26
657.236	4.950	0.26
657.684	4.910	0.26
658.625	4.922	0.26
658.703	4.880	0.26
659.163	4.810	0.26
659.319	4.870	0.26
660.639	4.910	0.26
660.708	4.940	0.26
661.246	5.090	0.26
662.097	5.083	0.26
662.117	4.720	0.26
662.117	4.530	0.26
662.792	5.020	0.26
663.593	4.830	0.26
663.79	4.860	0.26
664.181	5.010	0.26
665.071	4.880	0.26
665.569	4.748	0.26
666.264	4.690	0.26
666.547	4.770	0.26
668.035	5.010	0.26
669.042	4.804	0.26
669.526	4.900	0.26
669.526	5.000	0.26
669.715	4.910	0.26
669.715	4.960	0.26
669.736	4.740	0.26
671.016	4.700	0.26
672.208	4.836	0.26
672.51	4.760	0.26
672.78	4.780	0.26
673.097	4.850	0.26
673.924	4.850	0.26
674.001	4.910	0.26
675.495	4.840	0.26
676.478	4.750	0.26
676.985	4.730	0.26
678.479	4.400	0.26
679.97	4.490	0.26
679.97	4.640	0.26
680.789	4.911	0.26
681.361	4.610	0.26
682.505	4.840	0.26
682.954	4.450	0.26
683.242	4.780	0.26
683.242	4.740	0.26
684.221	4.610	0.26
685.365	4.560	0.26
685.365	4.790	0.26
685.939	4.350	0.26
686.223	4.800	0.26
686.623	4.430	0.26
686.795	4.500	0.26
686.831	4.200	0.26
688.028	4.110	0.26
688.028	4.050	0.26
689.37	4.415	0.26
689.786	4.010	0.26
689.9	4.240	0.26
689.942	4.360	0.26
690.216	3.980	0.26
691.937	3.920	0.26
692.23	4.556	0.26
692.802	4.500	0.26
694.502	3.840	0.26
694.54	4.370	0.26
695.069	4.359	0.26
695.636	4.300	0.26
696.205	3.900	0.26
696.768	4.260	0.26
696.845	3.750	0.26
696.845	4.110	0.26
697.901	4.181	0.26
698.467	4.120	0.26
698.76	3.930	0.26
699.512	3.720	0.26
699.6	4.020	0.26
699.6	3.970	0.26
700.463	4.040	0.26
701.6	3.840	0.26
702.592	4.080	0.26
702.592	3.960	0.26
702.933	3.860	0.26
703.018	4.180	0.26
704.242	3.983	0.26
704.848	3.920	0.26
706.061	3.870	0.26
707.273	4.003	0.26
707.879	3.950	0.26
710.303	4.004	0.26
710.462	4.600	0.26
710.909	3.940	0.26
712.121	4.090	0.26
712.398	4.340	0.26
713.333	4.236	0.26
713.939	4.180	0.26
714.333	4.520	0.26
714.72	4.030	0.26
715.151	4.140	0.26
716.364	4.201	0.26
716.97	4.140	0.26
718.182	4.360	0.26
718.204	4.650	0.26
718.591	4.890	0.26
719.394	4.377	0.26
719.485	4.600	0.26
720	4.320	0.26
720.14	4.830	0.26
721.272	4.460	0.26
722.075	4.840	0.26
722.212	4.920	0.26
722.462	4.860	0.26
722.544	4.280	0.26
724.007	4.690	0.26
724.562	4.920	0.26
725.057	4.761	0.26
725.193	4.820	0.26
725.193	4.810	0.26
725.447	4.700	0.26
726.094	4.900	0.26
726.379	4.730	0.26
727.006	4.741	0.26
727.396	4.680	0.26
727.565	4.550	0.26
727.626	4.780	0.26
727.626	4.660	0.26
727.803	4.650	0.26
728.176	4.480	0.26
728.752	4.690	0.26
728.956	4.358	0.26
729.159	4.720	0.26
729.346	4.300	0.26
729.938	4.280	0.26
730.125	4.650	0.26
730.175	4.400	0.26
730.691	4.520	0.26
730.905	4.587	0.26
731.124	4.470	0.26
731.295	4.530	0.26
732.075	4.440	0.26
732.223	4.360	0.26
732.223	4.400	0.26
732.31	4.100	0.26
732.548	4.320	0.26
732.854	4.411	0.26
733.244	4.360	0.26
733.755	4.430	0.26
734.024	4.450	0.26
734.683	4.430	0.26
734.804	4.222	0.26
734.92	4.400	0.26
735.193	4.160	0.26
735.288	4.400	0.26
735.973	4.470	0.26
736.753	4.480	0.26
736.82	4.420	0.26
737.055	4.360	0.26
737.143	4.420	0.26
737.922	4.430	0.26
738.242	4.360	0.26
738.702	4.542	0.26
739.092	4.480	0.26
739.428	4.370	0.26
739.665	4.380	0.26
739.872	4.480	0.26
739.884	4.500	0.26
740.62	4.970	0.26
740.651	4.453	0.26
741.041	4.400	0.26
741.417	4.320	0.26
741.821	4.450	0.26
742.601	4.350	0.26
742.962	5.010	0.26
742.999	4.290	0.26
743.045	4.900	0.26
744.525	4.740	0.26
745.76	4.820	0.26
746.053	4.742	0.26
746.068	4.870	0.26
746.817	4.690	0.26
747.57	4.990	0.26
748.345	4.970	0.26
748.345	4.980	0.26
749.833	4.730	0.26
749.873	4.850	0.26
750.285	4.530	0.26
750.637	4.790	0.26
752.095	4.850	0.26
752.165	4.820	0.26
753.693	4.554	0.26
754.358	4.720	0.26
754.457	4.500	0.26
754.81	4.850	0.26
755.483	4.810	0.26
755.985	4.720	0.26
757.513	4.722	0.26
758.277	4.660	0.26
758.882	4.680	0.26
758.882	4.760	0.26
759.805	4.680	0.26
761.145	4.420	0.26
761.332	4.666	0.26
762.096	4.610	0.26
763.407	4.390	0.26
763.624	4.800	0.26
765.152	4.603	0.26
765.916	4.540	0.26
767.444	4.520	0.26
767.932	4.220	0.26
768.036	4.400	0.26
768.972	4.278	0.26
769.736	4.220	0.26
769.785	4.490	0.26
771.264	4.490	0.26
771.536	4.350	0.26
772.792	4.387	0.26
773.287	3.970	0.26
773.556	4.330	0.26
774.313	4.340	0.26
775.084	4.040	0.26
776.612	4.148	0.26
776.789	4.220	0.26
777.376	4.090	0.26
777.451	4.120	0.26
780.432	3.792	0.26
781.196	3.730	0.26
782.041	4.110	0.26
782.723	3.930	0.26
783.728	4.020	0.26
784.251	3.970	0.26
785.015	3.910	0.26
786.543	3.800	0.26
786.866	3.690	0.26
788.069	3.658	0.26
788.804	3.600	0.26
789.006	3.830	0.26
789.343	3.690	0.26
789.343	3.830	0.26
789.343	3.770	0.26
790.276	3.810	0.26
790.692	4.990	0.26
791.747	3.911	0.26
791.889	3.820	0.26
792.482	3.860	0.26
792.517	4.880	0.26
796.584	5.010	0.26
796.982	4.740	0.26
798.493	5.170	0.26
800.118	5.140	0.26
800.443	5.000	0.26
801.744	5.070	0.26
801.744	4.650	0.26
801.819	5.000	0.26
804.206	5.060	0.26
804.206	4.880	0.26
804.994	4.880	0.26
806.593	4.980	0.26
806.619	4.680	0.26
806.944	4.940	0.26
808.244	4.350	0.26
808.244	4.820	0.26
808.981	4.800	0.26
809.526	4.192	0.26
809.869	4.620	0.26
809.961	3.900	0.26
810.194	4.840	0.26
810.194	4.850	0.26
811.368	4.890	0.26
811.494	4.690	0.26
811.494	4.550	0.26
811.701	4.628	0.26
812.136	4.570	0.26
813.119	4.250	0.26
813.444	4.490	0.26
813.755	4.570	0.26
813.875	4.556	0.26
814.31	4.500	0.26
814.744	4.320	0.26
816.05	4.397	0.26
816.485	4.340	0.26
818.225	4.210	0.26
818.66	4.150	0.26
819.646	4.130	0.26
820.983	4.126	0.26
821.245	3.940	0.26
821.652	4.070	0.26
822.87	4.300	0.26
822.989	4.150	0.26
823.195	3.680	0.26
823.303	3.910	0.26
824.327	4.049	0.26
824.995	3.990	0.26
826.12	4.250	0.26
826.332	4.210	0.26
827.67	4.199	0.26
828.077	4.310	0.26
828.338	4.140	0.26
828.819	4.200	0.26
829.089	4.330	0.26
830.464	4.360	0.26
831.013	4.223	0.26
831.347	4.170	0.26
831.518	4.120	0.26
831.518	4.130	0.26
831.788	4.390	0.26
832.852	4.030	0.26
832.867	4.230	0.26
833.019	4.360	0.26
834.216	4.070	0.26
834.216	4.240	0.26
834.356	3.941	0.26
834.69	3.880	0.26
838.093	4.070	0.26
838.535	4.230	0.26
839.029	4.669	0.26
840.225	4.400	0.26
842.953	4.110	0.26
844.019	4.164	0.26
844.518	4.100	0.26
844.721	4.020	0.26
844.721	3.870	0.26
846.93	3.880	0.26
847.372	3.800	0.26
849.01	4.129	0.26
849.725	3.780	0.26
849.725	3.720	0.26
850.008	4.070	0.26
851.349	3.650	0.26
851.791	3.660	0.26
854	3.906	0.26
854.764	3.850	0.26
855.615	4.120	0.26
856.908	4.050	0.26
857.818	4.156	0.26
858.582	4.100	0.26
858.846	3.660	0.26
861.754	3.760	0.26
862.018	4.130	0.26
862.077	3.620	0.26
863.369	3.640	0.26
863.435	3.820	0.26
864.985	3.870	0.26
865.308	4.870	0.26
865.836	3.620	0.26
866.478	3.480	0.26
866.6	4.840	0.26
868.215	4.910	0.26
868.538	4.990	0.26
869.522	5.060	0.26
869.654	4.790	0.26
870.477	4.880	0.26
871.769	5.090	0.26
872.565	5.080	0.26
873.062	5.010	0.26
874.677	4.750	0.26
